step_id,audience,route,screen_name,layout_family,desktop_reference_png,desktop_reference_html,mobile_reference_png,components_from_authoritative_matrix,required_states,visual_rule,success_evidence
S36,Admin,/admin/incidents,System incidents,operations-admin,references/23-system-health.png,prototype/screens/23-system-health.html,references/27-responsive-data-pattern.png,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S32,Portal,/portal,Portal home,portal,references/24-portal-home.png,prototype/screens/24-portal-home.html,references/31-mobile-portal.png,PortalShell; TaskCards; TicketSummary; PlainStatus,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S32,Portal,/portal/onboarding,Portal onboarding,portal,references/24-portal-home.png,prototype/screens/24-portal-home.html,references/31-mobile-portal.png,CaseCards; Progress; RequestList,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S32,Portal,/portal/onboarding/{id},Portal onboarding detail,portal,references/24-portal-home.png,prototype/screens/24-portal-home.html,references/31-mobile-portal.png,Progress; RequestForms; SafeFileUpload; CustomerVisibleTimeline,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S32,Portal,/portal/tickets,Portal tickets,portal,references/24-portal-home.png,prototype/screens/24-portal-home.html,references/31-mobile-portal.png,TicketList; CreateTicketForm; StatusLabels,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S32,Portal,/portal/tickets/{id},Portal ticket detail,portal,references/24-portal-home.png,prototype/screens/24-portal-home.html,references/31-mobile-portal.png,TicketHeader; CustomerConversation; ReplyForm; SafeFileUpload,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S32,Portal,/portal/files,Portal files,portal,references/24-portal-home.png,prototype/screens/24-portal-home.html,references/31-mobile-portal.png,FileList; ClassificationHelp; DownloadAction,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S32,Portal,/portal/feedback,Portal feedback,portal,references/24-portal-home.png,prototype/screens/24-portal-home.html,references/31-mobile-portal.png,SurveyCards; AccessibleSurveyForm,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S32,Portal,/portal/preferences,Portal preferences,portal,references/24-portal-home.png,prototype/screens/24-portal-home.html,references/31-mobile-portal.png,ProfileForm; PreferenceMatrix; EvidenceNotice,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S32,Public,/public/lead,Public lead form,public-form,references/25-public-lead-form.png,prototype/screens/25-public-lead-form.html,references/25-public-lead-form.png,LeadForm; Honeypot; TimingToken; PrivacyNotice; NeutralSuccess,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S32,Public,/public/support,Public support form,signed-public-flow,references/25-public-lead-form.png,prototype/screens/25-public-lead-form.html,references/25-public-lead-form.png,SupportForm; ImpactUrgency; SafeUpload; PrivacyNotice,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S32,Public,/public/feedback/{token},Signed feedback,signed-public-flow,references/25-public-lead-form.png,prototype/screens/25-public-lead-form.html,references/25-public-lead-form.png,TokenState; AccessibleSurvey; Confirmation,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S32,Public,/public/preferences/{token},Signed preference center,signed-public-flow,references/25-public-lead-form.png,prototype/screens/25-public-lead-form.html,references/25-public-lead-form.png,TokenState; PreferenceMatrix; Confirmation,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S32,Public,/public/quote/{token},Signed quote view,signed-public-flow,references/25-public-lead-form.png,prototype/screens/25-public-lead-form.html,references/25-public-lead-form.png,QuoteSnapshot; SafeDownload; Expiry; ResponseForm,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S03,All,/errors/{status},Branded errors,system-state,references/26-ui-states-board.png,prototype/screens/26-ui-states-board.html,references/26-ui-states-board.png,ErrorTitle; CorrelationId; SafeActions,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
