step_id,domain,service,responsibility,inputs,outputs,tables,transaction_boundary,events_and_jobs,authorization_policy,failure_handling,tests,success_criteria
S24,messaging,MailboxHealthService,Record connect/poll/send/UID latency/failure freshness and create incident when stale.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"email_accounts, system_metrics, system_incidents","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S24,messaging,MessageArchiveService,Move large/raw bodies to checksummed compressed private storage while retaining searchable metadata.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"email_messages, archive_manifests, archive_items","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S25,automations,DomainEventService,"Persist typed committed business facts with schema version, correlation and actor in the same transaction.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,domain_events,"Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S25,automations,EventConsumerService,Claim and consume events idempotently using unique consumer/event ledger.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"event_consumptions, domain_events","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S25,automations,WorkflowDefinitionService,"Manage immutable versions, ownership, purpose, re-entry policy, caps and approval state.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"automation_definitions, automation_versions","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S25,automations,WorkflowCompiler,"Validate trigger/condition/action schemas, acyclic graph, depth/step limits and dependencies; produce executable JSON plan.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"automation_versions, custom_field_definitions, pipeline_stages, templates, work_queues","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S25,automations,ConditionEvaluator,Evaluate typed allowlisted fields/operators with bounded boolean depth and recorded facts.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"automation_versions, workflow_run_events","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S25,automations,AutomationActionRegistry,"Expose only reviewed idempotent actions with explicit authorization, result and compensation semantics.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,automation_versions,"Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S25,automations,WorkflowSimulator,"Evaluate draft against selected records/snapshots and return exact dates, guards, conflicts and exits without side effects.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"automation_versions, source domain tables","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S26,automations,EnrolmentService,Create one run per declared re-entry key and enforce correlation/depth guards.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"workflow_runs, domain_events","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S26,automations,WorkflowRuntime,Advance run through actions/delays/exits and append human-readable trace.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"workflow_runs, workflow_run_events, scheduled_jobs","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S26,automations,SchedulerService,Create durable delayed jobs instead of sleeping and compute timezone/business-calendar due time.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"scheduled_jobs, business_calendars","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S26,operations,CommandLeaseService,"Acquire one command lease, recover stale lease by policy and exit competing invocations.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"command_leases, command_runs","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S26,automations,JobClaimService,Atomically claim bounded due jobs on the production MySQL/MariaDB semantics.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"scheduled_jobs, job_attempts","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S26,automations,RetryService,Classify transient/permanent/policy/ambiguous failure and apply bounded exponential backoff with jitter.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"scheduled_jobs, job_attempts","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S26,automations,DeadLetterService,"Create owned severity-classified terminal investigation, current-policy replay and resolution evidence.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"dead_letters, scheduled_jobs, job_attempts","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S26,automations,ConflictResolver,Apply deterministic security/recovery/service/relationship/promotional precedence and collapse duplicate objectives.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"workflow_runs, outbox_messages, communication_ledger","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S26,automations,EmergencyStopService,Stop new automated external-effect claims within one cron interval and preserve recoverable state.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"feature_flags, automation kill-switch configuration, command_runs","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S27,automations,DefaultWorkflowInstaller,"Install WF-01 through WF-28 as reviewed drafts with owner, template, stops, caps and simulation fixtures.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"automation_definitions, automation_versions","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S28,onboarding,OnboardingTemplateService,"Manage versioned milestone, dependency, role, input, SLA and completion blueprints.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"onboarding_templates, onboarding_template_versions","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S28,onboarding,OnboardingCaseService,Instantiate exactly one case from won handoff snapshot and maintain owner/phase/action invariant.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"onboarding_cases, onboarding_milestones, onboarding_dependencies","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S28,onboarding,MilestoneService,"Validate dependency order, complete/waive with evidence and recompute weighted progress.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"onboarding_milestones, onboarding_dependencies","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S28,onboarding,CustomerRequestService,"Create signed/portal requests, validate submissions/files, reminders, expiry and acceptance.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"customer_requests, file_assets, scheduled_jobs","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S28,onboarding,BlockerService,"Create/resolve blocker with impact, owner, escalation and health/communication effects.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"onboarding_blockers, tasks, health_reasons","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S28,onboarding,OnboardingCompletionService,"Validate mandatory outcomes, create success baseline and one eligible feedback request.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"onboarding_cases, health_snapshots, feedback_requests","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S29,support,TicketIntakeService,Accept mailbox/form/portal/staff intake through one deduped source-evidenced path.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"tickets, ticket_events, email_messages, domain_events","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S29,support,TriageService,"Capture/suggest category, impact, urgency, priority, service, owner and SLA with human confirmation.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"tickets, ticket_categories, sla_policies","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S29,support,PriorityService,Calculate versioned impact/urgency matrix and controlled override reason.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"tickets, configuration_versions","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S29,support,SlaClockService,Open/pause/resume first-response/update/resolution intervals and calculate business/customer/internal/total time.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"sla_clock_intervals, sla_policies, business_calendars","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S29,support,TicketTransitionService,"Apply support state machine, waiting dependency/wake-up, terminal evidence and reopen interval.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"tickets, ticket_events, sla_clock_intervals","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S29,support,TicketConversationService,Add customer-visible/portal/internal events with persistent visibility and safe attachments.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"ticket_events, email_messages, file_assets","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S29,support,SupportAssignmentService,"Route queues/skills/services, atomic claim, absence exclusion and escalation.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"tickets, work_queues, queue_memberships, delegations","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S29,support,SupportIncidentService,"Track broad impact, affected customers, update cadence, owner, resolution and post-incident evidence.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"support_incidents, incident updates, tickets","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S29,support,KnowledgeService,Manage approved immutable internal/portal articles and link usage to tickets.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"knowledge_articles, knowledge_article_versions, ticket_knowledge_usage","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S29,support,TicketResolutionService,"Require customer summary, diagnosis/root cause/category, resolve interval and schedule eligible CSAT.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"tickets, ticket_events, feedback_requests","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S30,feedback,SurveyService,Manage versioned purpose/question/scale/eligibility/fatigue/anonymity/recovery rules.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"survey_definitions, survey_versions","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S30,feedback,FeedbackEligibilityService,"Evaluate contact preference, fatigue, trigger, delay, expiry and duplicate interval at schedule and send time.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"feedback_requests, consent_preferences, communication_ledger","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S30,feedback,SignedSurveyService,Issue purpose-bound expiring token hashes and prevent enumeration/cross-purpose replay.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,feedback_requests,"Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S30,feedback,FeedbackResponseService,"Capture exact version/answers, amendment history, anonymous policy and validation state.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"feedback_responses, feedback_answers","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S30,feedback,FeedbackClassifier,"Run local keyword/Naive Bayes categories with confidence, reasons and human-review abstention.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"feedback_responses, predictions, prediction_reasons","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S30,feedback,RecoveryService,"Open one accountable case for low score/severe complaint, apply communication hold and require outcome evidence.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"recovery_cases, recovery_events, suppression_entries, tasks","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
