method,path,tag,operation_id,summary,auth,success,if_match,idempotency_key,async_job,query_parameters,notes,step_id,p95_ms,p99_ms,max_db_queries,max_request_kb,max_response_kb,max_page_size,example_query_string,query_plan,required_indexes,cache_policy,request_example,response_example,required_headers,expected_errors,success_criteria,request_media_type,response_media_type,transaction_timeout_ms,rate_limit_policy
POST,/imports/{id}/validate,Reporting,validateImport,Validate staged import without business side effects,staff,202,True,True,True,,,S34,1200,2500,12,1024,512,0,,"BEGIN; SELECT target rows FROM import_batches with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.","UNIQUE(public_id); UNIQUE(source_key); INDEX(state, created_at, public_id)","private, no-store","{""data"":{""type"":""command"",""attributes"":{""reason_code"":""APPROVED_OPERATION"",""comment"":""Evidence reviewed."",""expected_version"":7}}}","{""data"":{""type"":""job"",""id"":""01K2JOB000000000000000001"",""attributes"":{""state"":""QUEUED"",""submitted_at"":""2026-07-14T08:00:00Z"",""status_url"":""/api/v1/jobs/01K2JOB000000000000000001""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001""}}","Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | If-Match: ""v7"" | Idempotency-Key: <UUID> | Content-Type: application/json",400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 412 stale If-Match; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1200 ms and p99 ≤2500 ms on the representative mixed workload, uses ≤12 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect. Reusing the same key and identical request returns the original logical result; key reuse with different content returns 409.",application/json,application/json,5000,staff per-session plus global resource guard
GET,/retention-runs,Reporting,getRetentionRuns,List retention dry-run and execution records,staff,200,False,False,False,"Cursor,Limit,Sort,Filter",,S34,1500,3200,18,16,512,100,?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at&filter[state]=OPEN,"SELECT allowlisted list columns FROM retention_runs WHERE actor_scope_predicate AND active_predicate AND (updated_at, public_id) < (?, ?) ORDER BY updated_at DESC, public_id DESC LIMIT 26; batch-load only requested allowlisted relationships.","UNIQUE(public_id); INDEX(state, updated_at, public_id); INDEX(updated_at, public_id)","private, no-store",,"{""data"":[{""type"":""retention-run"",""id"":""01K2RETENTIO00000000000000"",""version"":7,""attributes"":{""state"":""ACTIVE"",""name"":""Retention Run""}}],""links"":{""self"":""/api/v1/retention-runs?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at&filter[state]=OPEN"",""next"":""/api/v1/retention-runs?page[after]=01K2NEXT00000000000000000&page[size]=25""},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""page_size"":25,""has_more"":true}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1500 ms and p99 ≤3200 ms on the representative mixed workload, uses ≤18 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
POST,/retention-runs,Reporting,createRetentionRun,Start retention dry-run or execution job,staff,202,False,True,True,,,S34,1200,2500,12,1024,512,0,,"BEGIN; SELECT target rows FROM retention_runs with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""data"":{""type"":""retention-run"",""attributes"":{""state"":""ACTIVE"",""name"":""Retention Run""}}}","{""data"":{""type"":""job"",""id"":""01K2JOB000000000000000001"",""attributes"":{""state"":""QUEUED"",""submitted_at"":""2026-07-14T08:00:00Z"",""status_url"":""/api/v1/jobs/01K2JOB000000000000000001""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001""}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | Idempotency-Key: <UUID> | Content-Type: application/json,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1200 ms and p99 ≤2500 ms on the representative mixed workload, uses ≤12 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect. Reusing the same key and identical request returns the original logical result; key reuse with different content returns 409.",application/json,application/json,5000,staff per-session plus global resource guard
GET,/retention-runs/{id},Reporting,getRetentionRunsId,"Get retention result, held/skipped/error counts and manifest",staff,200,False,False,False,,,S34,1200,2800,25,16,512,0,"?fields[retention-run]=id,state,owner_id,updated_at&include=owner",SELECT the authorized retention-run by public_id with actor scope in the same query; join current owner/state only; prefetch bounded child collections requested by include; return 404 before unrestricted data is materialized.,UNIQUE(public_id),"private, no-store",,"{""data"":{""type"":""retention-run"",""id"":""01K2RETENTIO00000000000000"",""version"":8,""attributes"":{""state"":""ACTIVE"",""name"":""Retention Run""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1200 ms and p99 ≤2800 ms on the representative mixed workload, uses ≤25 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
GET,/feature-definitions,Intelligence,getFeatureDefinitions,List feature definition records,staff,200,False,False,False,"Cursor,Limit,Sort,Filter,Fields,Include",,S35,1500,3200,18,16,512,100,?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at,"SELECT allowlisted list columns FROM feature_definitions WHERE actor_scope_predicate AND active_predicate AND (updated_at, public_id) < (?, ?) ORDER BY updated_at DESC, public_id DESC LIMIT 26; batch-load only requested allowlisted relationships.","UNIQUE(public_id); INDEX(state, updated_at, public_id); INDEX(updated_at, public_id)","private, no-store",,"{""data"":[{""type"":""feature-definition"",""id"":""01K2FEATURED00000000000000"",""version"":7,""attributes"":{""state"":""ACTIVE"",""name"":""Feature Definition""}}],""links"":{""self"":""/api/v1/feature-definitions?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at"",""next"":""/api/v1/feature-definitions?page[after]=01K2NEXT00000000000000000&page[size]=25""},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""page_size"":25,""has_more"":true}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1500 ms and p99 ≤3200 ms on the representative mixed workload, uses ≤18 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
POST,/feature-definitions,Intelligence,postFeatureDefinitions,Create one feature definition,staff,201,False,True,False,,,S35,1800,3500,22,1024,512,0,,"BEGIN; SELECT target rows FROM feature_definitions with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""data"":{""type"":""feature-definition"",""attributes"":{""state"":""ACTIVE"",""name"":""Feature Definition""}}}","{""data"":{""type"":""feature-definition"",""id"":""01K2FEATURED00000000000000"",""version"":8,""attributes"":{""state"":""ACTIVE"",""name"":""Feature Definition"",""last_action"":""FEATURE_DEFINITIONS"",""updated_at"":""2026-07-14T08:00:01Z""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | Idempotency-Key: <UUID> | Content-Type: application/json,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect. Reusing the same key and identical request returns the original logical result; key reuse with different content returns 409.",application/json,application/json,5000,staff per-session plus global resource guard
DELETE,/feature-definitions/{id},Intelligence,deleteFeatureDefinitionsId,Retire or soft-delete one feature definition,staff,204,True,False,False,,,S35,1800,3500,22,16,512,0,,"BEGIN; SELECT target rows FROM feature_definitions with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""reason_code"":""ADMIN_RETIRE"",""comment"":""Reviewed and approved.""}",,"Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | If-Match: ""v7""",400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 412 stale If-Match; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",application/json,none,5000,staff per-session plus global resource guard
GET,/feature-definitions/{id},Intelligence,getFeatureDefinitionsId,Get one feature definition,staff,200,False,False,False,"Fields,Include",,S35,1200,2800,25,16,512,0,"?fields[feature-definition]=id,state,owner_id,updated_at&include=owner",SELECT the authorized feature-definition by public_id with actor scope in the same query; join current owner/state only; prefetch bounded child collections requested by include; return 404 before unrestricted data is materialized.,UNIQUE(public_id),"private, no-store",,"{""data"":{""type"":""feature-definition"",""id"":""01K2FEATURED00000000000000"",""version"":8,""attributes"":{""state"":""ACTIVE"",""name"":""Feature Definition""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1200 ms and p99 ≤2800 ms on the representative mixed workload, uses ≤25 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
PATCH,/feature-definitions/{id},Intelligence,patchFeatureDefinitionsId,Update one feature definition,staff,200,True,False,False,,,S35,1800,3500,22,1024,512,0,,"BEGIN; SELECT target rows FROM feature_definitions with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""data"":{""type"":""feature-definition"",""attributes"":{""state"":""ACTIVE"",""name"":""Feature Definition""}}}","{""data"":{""type"":""feature-definition"",""id"":""01K2FEATURED00000000000000"",""version"":8,""attributes"":{""state"":""ACTIVE"",""name"":""Feature Definition"",""last_action"":""{ID}"",""updated_at"":""2026-07-14T08:00:01Z""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}","Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | If-Match: ""v7"" | Content-Type: application/json",400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 412 stale If-Match; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",application/json,application/json,5000,staff per-session plus global resource guard
GET,/model-cards,Intelligence,listModelCards,List registered intelligence use cases and current tier,staff,200,False,False,False,"Cursor,Limit,Filter,Sort",,S35,1500,3200,18,16,512,100,?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at,"SELECT allowlisted list columns FROM model_cards WHERE actor_scope_predicate AND active_predicate AND (updated_at, public_id) < (?, ?) ORDER BY updated_at DESC, public_id DESC LIMIT 26; batch-load only requested allowlisted relationships.","UNIQUE(public_id); INDEX(state, updated_at, public_id); INDEX(updated_at, public_id)","private, no-store",,"{""data"":[{""type"":""model-card"",""id"":""01K2MODELCAR00000000000000"",""version"":7,""attributes"":{""state"":""ACTIVE"",""name"":""Model Card""}}],""links"":{""self"":""/api/v1/model-cards?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at"",""next"":""/api/v1/model-cards?page[after]=01K2NEXT00000000000000000&page[size]=25""},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""page_size"":25,""has_more"":true}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1500 ms and p99 ≤3200 ms on the representative mixed workload, uses ≤18 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
GET,/model-cards/{id},Intelligence,getModelCard,"Get model card, active versions, metrics, and review status",staff,200,False,False,False,Include,,S35,1200,2800,25,16,512,0,"?fields[model-card]=id,state,owner_id,updated_at&include=owner",SELECT the authorized model-card by public_id with actor scope in the same query; join current owner/state only; prefetch bounded child collections requested by include; return 404 before unrestricted data is materialized.,UNIQUE(public_id),"private, no-store",,"{""data"":{""type"":""model-card"",""id"":""01K2MODELCAR00000000000000"",""version"":8,""attributes"":{""state"":""ACTIVE"",""name"":""Model Card""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1200 ms and p99 ≤2800 ms on the representative mixed workload, uses ≤25 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
GET,/model-monitoring,Intelligence,getModelMonitoring,List model monitoring metric records,staff,200,False,False,False,"Cursor,Limit,Sort,Filter,Fields,Include",,S35,1500,3200,18,16,512,100,?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at,"SELECT allowlisted list columns FROM model_monitorings WHERE actor_scope_predicate AND active_predicate AND (updated_at, public_id) < (?, ?) ORDER BY updated_at DESC, public_id DESC LIMIT 26; batch-load only requested allowlisted relationships.","UNIQUE(public_id); INDEX(state, updated_at, public_id); INDEX(updated_at, public_id)","private, no-store",,"{""data"":[{""type"":""model-monitoring"",""id"":""01K2MODELMON00000000000000"",""version"":7,""attributes"":{""state"":""ACTIVE"",""name"":""Model Monitoring""}}],""links"":{""self"":""/api/v1/model-monitoring?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at"",""next"":""/api/v1/model-monitoring?page[after]=01K2NEXT00000000000000000&page[size]=25""},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""page_size"":25,""has_more"":true}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1500 ms and p99 ≤3200 ms on the representative mixed workload, uses ≤18 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
GET,/model-monitoring/{id},Intelligence,getModelMonitoringId,Get one model monitoring metric,staff,200,False,False,False,"Fields,Include",,S35,1200,2800,25,16,512,0,"?fields[model-monitoring]=id,state,owner_id,updated_at&include=owner",SELECT the authorized model-monitoring by public_id with actor scope in the same query; join current owner/state only; prefetch bounded child collections requested by include; return 404 before unrestricted data is materialized.,UNIQUE(public_id),"private, no-store",,"{""data"":{""type"":""model-monitoring"",""id"":""01K2MODELMON00000000000000"",""version"":8,""attributes"":{""state"":""ACTIVE"",""name"":""Model Monitoring""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1200 ms and p99 ≤2800 ms on the representative mixed workload, uses ≤25 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
GET,/model-versions,Intelligence,getModelVersions,List model version records,staff,200,False,False,False,"Cursor,Limit,Sort,Filter,Fields,Include",,S35,1500,3200,18,16,512,100,?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at,"SELECT allowlisted list columns FROM model_versions WHERE actor_scope_predicate AND active_predicate AND (updated_at, public_id) < (?, ?) ORDER BY updated_at DESC, public_id DESC LIMIT 26; batch-load only requested allowlisted relationships.","UNIQUE(public_id); INDEX(state, updated_at, public_id); INDEX(updated_at, public_id)","private, no-store",,"{""data"":[{""type"":""model-version"",""id"":""01K2MODELVER00000000000000"",""version"":7,""attributes"":{""state"":""ACTIVE"",""name"":""Model Version""}}],""links"":{""self"":""/api/v1/model-versions?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at"",""next"":""/api/v1/model-versions?page[after]=01K2NEXT00000000000000000&page[size]=25""},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""page_size"":25,""has_more"":true}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1500 ms and p99 ≤3200 ms on the representative mixed workload, uses ≤18 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
POST,/model-versions,Intelligence,postModelVersions,Create one model version,staff,201,False,True,False,,,S35,1800,3500,22,1024,512,0,,"BEGIN; SELECT target rows FROM model_versions with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""data"":{""type"":""model-version"",""attributes"":{""state"":""ACTIVE"",""name"":""Model Version""}}}","{""data"":{""type"":""model-version"",""id"":""01K2MODELVER00000000000000"",""version"":8,""attributes"":{""state"":""ACTIVE"",""name"":""Model Version"",""last_action"":""MODEL_VERSIONS"",""updated_at"":""2026-07-14T08:00:01Z""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | Idempotency-Key: <UUID> | Content-Type: application/json,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect. Reusing the same key and identical request returns the original logical result; key reuse with different content returns 409.",application/json,application/json,5000,staff per-session plus global resource guard
DELETE,/model-versions/{id},Intelligence,deleteModelVersionsId,Retire or soft-delete one model version,staff,204,True,False,False,,,S35,1800,3500,22,16,512,0,,"BEGIN; SELECT target rows FROM model_versions with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""reason_code"":""ADMIN_RETIRE"",""comment"":""Reviewed and approved.""}",,"Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | If-Match: ""v7""",400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 412 stale If-Match; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",application/json,none,5000,staff per-session plus global resource guard
GET,/model-versions/{id},Intelligence,getModelVersionsId,Get one model version,staff,200,False,False,False,"Fields,Include",,S35,1200,2800,25,16,512,0,"?fields[model-version]=id,state,owner_id,updated_at&include=owner",SELECT the authorized model-version by public_id with actor scope in the same query; join current owner/state only; prefetch bounded child collections requested by include; return 404 before unrestricted data is materialized.,UNIQUE(public_id),"private, no-store",,"{""data"":{""type"":""model-version"",""id"":""01K2MODELVER00000000000000"",""version"":8,""attributes"":{""state"":""ACTIVE"",""name"":""Model Version""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1200 ms and p99 ≤2800 ms on the representative mixed workload, uses ≤25 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
PATCH,/model-versions/{id},Intelligence,patchModelVersionsId,Update one model version,staff,200,True,False,False,,,S35,1800,3500,22,1024,512,0,,"BEGIN; SELECT target rows FROM model_versions with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""data"":{""type"":""model-version"",""attributes"":{""state"":""ACTIVE"",""name"":""Model Version""}}}","{""data"":{""type"":""model-version"",""id"":""01K2MODELVER00000000000000"",""version"":8,""attributes"":{""state"":""ACTIVE"",""name"":""Model Version"",""last_action"":""{ID}"",""updated_at"":""2026-07-14T08:00:01Z""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}","Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | If-Match: ""v7"" | Content-Type: application/json",400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 412 stale If-Match; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",application/json,application/json,5000,staff per-session plus global resource guard
