build_step,requirement_id,group,owner,module,acceptance_method,requirement,acceptance_evidence_required,s00_evidence_target,implementation_gate,source_register_status,s00_status
S00,TST-011,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,"File tests shall include traversal, double extension, MIME mismatch, oversized payload, active content, unsafe filename and unauthorized download.",Unsafe corpus blocked.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-012,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,"Data import tests shall cover encoding, mapping, duplicates, idempotency, chunk interruption, quarantine, release and rollback.",Reconciliation matches source/result.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-013,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,"Export tests shall cover scope, approval, step-up, formula injection, expiration and audit.",Export evidence complete.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-014,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,"Reporting tests shall reconcile aggregate, drilldown and event-derived metrics.",No unexplained discrepancy over approved tolerance.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-015,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,"AI tests shall cover feature time semantics, missing values, abstention, explanation, fallback, artifact checksum, promotion gate and drift.",Model governance pack approved.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-016,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,Performance tests shall use the Section 15 representative dataset and mixed workload.,All applicable NFR thresholds pass.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-017,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,"Soak tests shall run repeated cron/mail/job cycles long enough to reveal queue growth, leaks, lock accumulation and duplicate effects.",No unbounded trend at target load.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-018,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,"Accessibility tests shall combine automated scans with manual keyboard, zoom, screen-reader spot checks and error-flow review.",No unresolved critical/serious barrier.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-019,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,Cross-browser/responsive tests shall cover the supported matrix and 360px viewport.,Pass report with approved minor variances.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-020,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,"Backup tests shall verify creation, checksum, retention and readable contents.",Latest scheduled sets show verified status.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-021,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,Restore tests shall rebuild a staging/recovery instance from a selected backup and execute integrity/smoke checks.,Quarterly drill meets targets or creates P0 remediation.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-022,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,Migration tests shall run against a copy-sized source dataset multiple times.,Repeat run is idempotent/reconcilable.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-023,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,"Security testing shall include static review, dependency review and authenticated manual penetration testing.",No unresolved critical/high issue.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-024,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,"Incident exercises shall cover mailbox outage, dead-letter surge, database near limit, compromised account, duplicate-send suspicion, restore and model incident.","Actions, gaps and remediation recorded.",docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-025,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,User acceptance testing shall use role-specific business scenarios and production-like configuration.,All critical scenarios accepted; defects dispositioned.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-026,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,Deployment rehearsal shall execute the exact release and rollback procedure in staging.,No undocumented manual step remains.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-027,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,Production smoke tests shall avoid real customer effect.,Post-deploy checklist passes before automation resumes.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-028,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,"Defects shall have severity, affected requirement, reproduction, impact, owner and release decision.",No open release-blocking defect.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-029,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,Test data shall be synthetic or anonymized and cleaned after defined retention.,Data scan and cleanup evidence.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-030,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,Test evidence shall be retained with the release manifest.,Auditor can reproduce acceptance decision.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
