step_id,audience,route,name,purpose,components,api_dependencies,server_query,mutations,state_handling,authorization,accessibility,p95_server_ms,max_db_queries,max_compressed_kb,success_criteria
S26,Operations,/automation/dead-letters,Dead letters,"Investigate terminal failures, affected customers, owner, aging and replay safety.",DeadLetterTable; ErrorClass; PolicyRecheck; ReplayPreview,GET /dead-letters; replay/resolve,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Replay/resolve with reason,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Automation operations + step-up for bulk,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,22,850,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤22, compressed transfer ≤850 KB; empty, invalid, conflict and dependency-failure states are useful."
S26,Admin,/automation/emergency,Automation emergency control,Stop new automated external effects and show exact scope/recovery state.,KillSwitchBanner; ScopeSelector; ImpactSummary; ApprovalDialog,"GET/POST/PATCH /automation-definitions and versions; validate, dependencies, simulate, activate, rollback, emergency stop",Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Enable/disable kill switch,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Privileged step-up + four-eyes where configured,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1200,14,500,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1200 ms, SQL count ≤14, compressed transfer ≤500 KB; empty, invalid, conflict and dependency-failure states are useful."
S28,Staff,/onboarding,Onboarding queue,"Prioritize active cases by phase, due next action, blockers and progress.",CaseFilters; CaseTable; ProgressBar; BlockerBadges,"GET/POST/PATCH /onboarding-cases; milestones, blockers, customer requests, completion/cancel",Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Open/assign/pause,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Onboarding scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1400,20,800,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1400 ms, SQL count ≤20, compressed transfer ≤800 KB; empty, invalid, conflict and dependency-failure states are useful."
S28,Staff,/onboarding/{id},Onboarding workspace,"Deliver won promises using instantiated milestones, requests, blockers and customer communication.",CaseHeader; MilestoneChecklist; DependencyView; CustomerRequests; Blockers; Timeline,"GET/POST/PATCH /onboarding-cases; milestones, blockers, customer requests, completion/cancel",Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Complete/waive milestone; request input; resolve blocker; complete/cancel case,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Case scope + field visibility,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1600,30,1000,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1600 ms, SQL count ≤30, compressed transfer ≤1000 KB; empty, invalid, conflict and dependency-failure states are useful."
S28,Admin,/onboarding/templates,Onboarding templates,"Govern product-to-template mapping, milestones, owners, inputs, SLA and completion rules.",TemplateTable; ProductMapping; VersionBadges,GET/POST/PATCH /onboarding-templates and versions,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Create/open/retire,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,onboarding_admin,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1400,20,800,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1400 ms, SQL count ≤20, compressed transfer ≤800 KB; empty, invalid, conflict and dependency-failure states are useful."
S28,Admin,/onboarding/templates/{id},Onboarding template editor,Edit acyclic dependency graph and instantiate a test snapshot.,MilestoneEditor; DependencyGraph; RoleMapping; InputSchema; Simulation,GET/POST/PATCH /onboarding-templates and versions,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Create version; validate/activate,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,onboarding_admin + reviewer,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1700,28,1050,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1700 ms, SQL count ≤28, compressed transfer ≤1050 KB; empty, invalid, conflict and dependency-failure states are useful."
S29,Support,/support/tickets,Support ticket queue,"Prioritize tickets by first-response/resolution risk, priority, state and customer context.",TicketFilters; SLAColumns; PriorityBadges; QueueClaim,"GET/POST/PATCH /tickets; messages, transition, resolve, reopen, merge",Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Create/claim/assign/open,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Support team/queue scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1400,22,850,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1400 ms, SQL count ≤22, compressed transfer ≤850 KB; empty, invalid, conflict and dependency-failure states are useful."
S29,Support,/support/tickets/{id},Ticket workspace,"Manage triage, SLA clocks, customer-visible conversation, internal notes, diagnosis, root cause and resolution.",TicketHeader; SLAClock; Conversation; InternalNotes; DiagnosisForm; KnowledgeSuggestions; Timeline,"GET/POST/PATCH /tickets; messages, transition, resolve, reopen, merge",Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,"Triage, transition, message, resolve, reopen, merge",Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Ticket scope + visibility partition,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1600,32,1100,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1600 ms, SQL count ≤32, compressed transfer ≤1100 KB; empty, invalid, conflict and dependency-failure states are useful."
S29,Manager,/support/queues,Support queue health,"Show backlog, aging, SLA warning/breach and assignment capacity.",QueueCards; AgingChart; ExceptionTable; AssignmentActions,"GET/POST/PATCH /tickets; messages, transition, resolve, reopen, merge",Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Assign/escalate,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Support manager scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1600,24,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1600 ms, SQL count ≤24, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
S29,Support,/support/incidents,Customer service incidents,"Track broad-impact incidents, affected customers, update cadence and resolution.",IncidentTable; ImpactSummary; UpdateCadence; AffectedCustomers,GET/POST/PATCH /support-incidents; incident updates,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Create/update/resolve incident,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Incident capability + customer scopes,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,22,900,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤22, compressed transfer ≤900 KB; empty, invalid, conflict and dependency-failure states are useful."
S29,Support,/support/incidents/{id},Incident command center,"Coordinate impact, internal/customer updates, missed cadence and post-incident evidence.",IncidentHeader; Timeline; UpdateComposer; CustomerList; Actions,GET/POST/PATCH /support-incidents; incident updates,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Add update; change state; resolve,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Incident capability,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1600,28,1050,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1600 ms, SQL count ≤28, compressed transfer ≤1050 KB; empty, invalid, conflict and dependency-failure states are useful."
S29,Support,/support/knowledge,Knowledge library,Search approved internal/portal articles with version and usage evidence.,KnowledgeSearch; ArticleTable; VisibilityBadges,GET/POST/PATCH /knowledge-articles and versions; publish,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Create/open/retire,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Knowledge scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1400,20,750,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1400 ms, SQL count ≤20, compressed transfer ≤750 KB; empty, invalid, conflict and dependency-failure states are useful."
S29,Support,/support/knowledge/{id},Knowledge article editor,"Draft, review and publish immutable internal/portal article version.",ArticleEditor; Visibility; VersionDiff; Approval,GET/POST/PATCH /knowledge-articles and versions; publish,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Create version; publish,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,knowledge_admin + reviewer,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,22,850,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤22, compressed transfer ≤850 KB; empty, invalid, conflict and dependency-failure states are useful."
S29,Admin,/support/sla,SLA policy administration,Configure business-calendar response/update/resolution targets and pause rules.,PolicyTable; CalendarPreview; PriorityMatrix; BoundaryTestPanel,GET/POST/PATCH /sla-policies and versions; activate,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Create version; validate/activate,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,sla_admin + reviewer,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,22,850,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤22, compressed transfer ≤850 KB; empty, invalid, conflict and dependency-failure states are useful."
S30,Staff,/feedback/surveys,Survey definitions,"Govern purpose, questions, scale, eligibility, fatigue, anonymity and recovery thresholds.",SurveyTable; PurposeBadges; VersionStatus,GET/POST/PATCH /survey-definitions and versions; activate,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Create/open/retire,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,feedback_admin,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1400,20,800,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1400 ms, SQL count ≤20, compressed transfer ≤800 KB; empty, invalid, conflict and dependency-failure states are useful."
S30,Staff,/feedback/surveys/{id},Survey editor,Edit versioned questions and preview accessible signed/portal experience.,QuestionEditor; ScaleEditor; EligibilityRules; FatigueConfig; Preview,GET/POST/PATCH /survey-definitions and versions; activate,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Create version; validate/activate,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,feedback_admin + reviewer,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1600,26,1000,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1600 ms, SQL count ≤26, compressed transfer ≤1000 KB; empty, invalid, conflict and dependency-failure states are useful."
S30,Staff,/feedback/requests,Feedback requests,"Monitor eligible, queued, delivered, expired, bounced and responded survey requests.",RequestFilters; DeliveryState; FatigueReason,"GET /feedback-requests; create, cancel, resend",Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Create/cancel/resend,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Feedback scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1400,20,800,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1400 ms, SQL count ≤20, compressed transfer ≤800 KB; empty, invalid, conflict and dependency-failure states are useful."
S30,Staff,/feedback/responses,Feedback responses,"Review valid responses, score distribution, comments, themes and recovery requirement.",ResponseFilters; ScoreBadges; ThemeEvidence; PrivacySuppression,"GET /feedback-responses; amend, validate",Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Open/validate/amend,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Feedback scope + anonymous constraints,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,22,850,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤22, compressed transfer ≤850 KB; empty, invalid, conflict and dependency-failure states are useful."
S30,Staff,/feedback/responses/{id},Feedback response detail,"Inspect exact survey version, answer evidence and recovery linkage.",ResponseHeader; QuestionAnswers; ThemeReasons; RecoveryPanel,"GET /feedback-responses; amend, validate",Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Validate/exclude/amend; create recovery,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Feedback scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1400,24,850,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1400 ms, SQL count ≤24, compressed transfer ≤850 KB; empty, invalid, conflict and dependency-failure states are useful."
S30,Manager,/feedback/recovery,Recovery queue,"Guarantee every low score or severe complaint has owner, due action and communication hold.",RecoveryTable; Severity; HoldState; Aging,GET/POST/PATCH /recovery-cases; close,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Assign/open/close recovery,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Recovery scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1400,20,800,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1400 ms, SQL count ≤20, compressed transfer ≤800 KB; empty, invalid, conflict and dependency-failure states are useful."
S30,Staff,/feedback/recovery/{id},Recovery workspace,"Record contact attempts, root cause, action, outcome and hold release.",RecoveryHeader; Evidence; ActionLog; OutcomeForm; HoldPanel,GET/POST/PATCH /recovery-cases; close,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Add event; close with outcome,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Recovery scope + sensitive fields,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,24,900,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤24, compressed transfer ≤900 KB; empty, invalid, conflict and dependency-failure states are useful."
S31,Success,/success,Customer success portfolio,"Prioritize actionable risk, renewal, missed review and opportunity across assigned customers.",PortfolioFilters; HealthChange; RenewalWindow; RiskReasons; DueActions,GET /customer-success-profiles; portfolio reports and work queue,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Open customer/plan/renewal,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Success portfolio scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1600,26,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1600 ms, SQL count ≤26, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
S31,Success,/success/health,Health overview,"Show current computed/override bands, reason dimensions and change over time.",HealthDistribution; ChangeTable; ReasonFilters,GET /organizations/{id}/health; health snapshots; refresh/override,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Refresh/override from customer context,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Success scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1600,24,900,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1600 ms, SQL count ≤24, compressed transfer ≤900 KB; empty, invalid, conflict and dependency-failure states are useful."
S31,Success,/success/plans,Success plans,Manage active outcome and risk-recovery plans.,PlanTable; ReviewDate; OutcomeState,GET/POST/PATCH /success-plans and actions; close,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Create/open/close,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Success scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1400,20,800,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1400 ms, SQL count ≤20, compressed transfer ≤800 KB; empty, invalid, conflict and dependency-failure states are useful."
S31,Success,/success/plans/{id},Success plan workspace,"Track desired outcomes, actions, blockers, evidence, review cadence and result.",PlanHeader; OutcomeMilestones; Actions; Evidence; ReviewHistory,GET/POST/PATCH /success-plans and actions; close,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Update plan/actions; close,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Plan/customer scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,26,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤26, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
S31,Success,/success/renewals,Renewal portfolio,"Prepare renewal cycles with health, issues, value, notice window and decisions.",RenewalTable; MilestoneBadges; RiskBranch; ValueSummary,GET/POST/PATCH /renewals; decision,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Create/update/decision,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Renewal + financial scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,22,900,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤22, compressed transfer ≤900 KB; empty, invalid, conflict and dependency-failure states are useful."
S31,Success,/success/renewals/{id},Renewal workspace,"Compile open issues, onboarding gaps, health, commercial change and decision evidence.",RenewalHeader; EvidenceChecklist; Timeline; DecisionForm,GET/POST/PATCH /renewals; decision,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Update/record decision,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Renewal + customer scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,26,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤26, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
S31,Success,/success/churn,Churn and win-back,"Review churn reasons, cooling periods, obligations and eligible win-back.",ChurnTable; ReasonDistribution; EligibilityBadges,GET /churn-events; POST churn/correct; win-back policy,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Record/correct churn; create controlled win-back task,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Restricted success capability,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,22,850,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤22, compressed transfer ≤850 KB; empty, invalid, conflict and dependency-failure states are useful."
S31,Success,/success/advocacy,Advocacy suggestions,Review evidence-backed referral/review suggestions; never auto-send.,SuggestionTable; EvidenceReasons; FatigueState,GET /advocacy-suggestions; decision,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Approve/reject/defer,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Success scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1300,18,700,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1300 ms, SQL count ≤18, compressed transfer ≤700 KB; empty, invalid, conflict and dependency-failure states are useful."
S35,Staff,/intelligence/predictions,Recommendations,"Review current scores/classifications, confidence, reasons, expiry and feedback state.",PredictionFilters; ExplanationCards; AbstainBadges,GET /predictions; feedback; refresh,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Submit feedback; refresh,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Entity scope + use-case capability,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,22,900,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤22, compressed transfer ≤900 KB; empty, invalid, conflict and dependency-failure states are useful."
S35,Staff,/intelligence/predictions/{id},Prediction explanation,"Explain output, evidence, missing information, version, action options and non-automatic boundary.",PredictionHeader; ReasonList; EvidenceLinks; MissingFeatures; FeedbackForm,GET /predictions; feedback; refresh,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Accept/reject/modify/refresh,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Entity scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1400,24,850,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1400 ms, SQL count ≤24, compressed transfer ≤850 KB; empty, invalid, conflict and dependency-failure states are useful."
