requirement_id,group,requirement,production_behavior_or_acceptance,acceptance_evidence,priority,owner,design_component,implementation_issue,test_case_ids,evidence_link,status,exception
RPT-016,RPT,CSV exports shall neutralize spreadsheet formula injection and preserve data types.,"Cells beginning with =, +, -, @ or tab are escaped according to export policy.",Security test corpus opens safely in spreadsheet tools.,,,,,,,Not started,
RPT-017,RPT,Scheduled summaries shall use internal email and contain minimal sensitive content.,"Recipients, schedule and saved view are approved; full details remain behind login.",Disabled user or changed permission is re-evaluated before send.,,,,,,,Not started,
RPT-018,RPT,No administrator-facing raw SQL report builder shall be exposed.,Reports use defined query services/metrics and bounded filters.,Configuration cannot execute SQL or arbitrary expressions.,,,,,,,Not started,
POR-001,POR,The portal shall run within the same Django application and domain trust boundary.,"Separate URL namespace, templates and authorization policies isolate customer views.",No separate public service or API is required.,,,,,,,Not started,
POR-002,POR,Portal access shall be invite-only or via signed single-purpose links.,Accounts bind to contact/organization; invites expire and are single-use.,Uninvited public browsing exposes only approved forms/help.,,,,,,,Not started,
POR-003,POR,Portal authorization shall enforce organization/contact scope on every query and mutation.,"Server derives scope from session, never request-supplied organization ID.","Comprehensive IDOR tests pass across files, tickets, onboarding and feedback.",,,,,,,Not started,
POR-004,POR,Portal users shall view/update only approved contact/profile and preference fields.,Staff-controlled canonical/sensitive fields remain read-only or absent.,Direct POST cannot modify restricted data.,,,,,,,Not started,
POR-005,POR,"Portal onboarding shall show requested items, due dates, instructions, progress and secure upload.","Customer can submit, revise while open and see acceptance/rejection reason.",Submitted input creates timeline and owner notification.,,,,,,,Not started,
POR-006,POR,"Portal support shall allow ticket creation, conversation, status and permitted attachments.",Internal notes and restricted metadata are never rendered.,Portal user cannot add comments to unrelated organization ticket.,,,,,,,Not started,
POR-007,POR,Portal files shall use authenticated streamed download and safe headers.,No direct filesystem path is exposed; access/download is audited.,Revoked permission immediately blocks cached application link.,,,,,,,Not started,
POR-008,POR,Portal feedback shall support authenticated surveys and signed public survey links.,Response association and anonymity follow definition policy.,Duplicate response behavior matches configured rule.,,,,,,,Not started,
POR-009,POR,Portal notifications shall use approved email and in-app status; no push-service dependency.,Notification preference respects service versus optional classification.,Missed email does not remove portal task visibility.,,,,,,,Not started,
POR-010,POR,"Portal pages shall be responsive, accessible and plain-language.","WCAG 2.2 AA applicable checks, keyboard flow and 360px layouts pass.",Customer can complete core flows without desktop-only interaction.,,,,,,,Not started,
POR-011,POR,Portal sessions shall have stricter idle/absolute timeouts and secure recovery.,Sensitive actions may require re-authentication.,Stolen/expired session fixtures are rejected.,,,,,,,Not started,
POR-012,POR,"Portal abuse controls shall rate-limit login, forms, uploads and message creation.",Limits are per IP/account/session with operational override and logging.,Abuse tests cannot exhaust worker slots or create unlimited records.,,,,,,,Not started,
POR-013,POR,Customer-visible state and wording shall be mapped from internal status deliberately.,Internal queue/risk labels are not exposed automatically.,Configuration review lists every portal-visible status/message.,,,,,,,Not started,
POR-014,POR,Portal maintenance/unavailability shall fail safely and provide company contact route.,"No stack trace, internal path or host detail is shown.","Error pages are branded, logged and accessible.",,,,,,,Not started,
CFG-001,CFG,"Company configuration shall include legal/display name, timezone, locale, currencies, business hours, holidays and contact details.",Changes are versioned/effective-dated where they affect calculations.,Historical SLA/financial reports retain original basis.,,,,,,,Not started,
CFG-002,CFG,"Administrators shall configure teams, queues, roles and assignment rules with preview.",Changes show affected users/objects and require permission.,Simulation fixtures match active routing.,,,,,,,Not started,
CFG-003,CFG,"Pipelines, stages, ticket categories, priorities, outcomes and reason dictionaries shall be governed reference data.","Values have code, label, meaning, order, active dates and replacement mapping.",Used values retire rather than delete.,,,,,,,Not started,
CFG-004,CFG,Communication templates and block libraries shall have draft/review/active/retired lifecycle.,Preview uses test context; activation records reviewer.,No unapproved template is available to production automation.,,,,,,,Not started,
CFG-005,CFG,Custom fields and forms shall be schema-validated and dependency-aware.,"Retiring a field reports workflows, reports, imports and portal forms that reference it.",Unsafe retirement is blocked.,,,,,,,Not started,
CFG-006,CFG,"SLA, frequency cap, quiet hour and escalation policies shall be centrally configured.",Policy precedence and effective time are explicit.,Automated tests use exported policy fixture.,,,,,,,Not started,
CFG-007,CFG,"Feature flags shall be server-side, scoped and auditable.",Flags may disable risky capability but not bypass security/consent.,Flag state is included in release/incident evidence.,,,,,,,Not started,
CFG-008,CFG,Configuration import/export shall use signed/checksummed versioned bundles.,Secrets and environment-specific values are excluded.,Tampered or incompatible bundle is rejected.,,,,,,,Not started,
CFG-009,CFG,Production configuration changes shall support scheduled activation and rollback.,"Change record includes reason, diff, reviewer and validation result.",Rollback restores prior version for new behavior without erasing history.,,,,,,,Not started,
CFG-010,CFG,Reference/configuration changes shall generate domain events only where explicitly safe.,Mass retroactive workflow effects require a separate queued migration.,Editing a label does not unexpectedly contact customers.,,,,,,,Not started,
CFG-011,CFG,Administrative diagnostics shall expose dependency/runtime versions and sanitized environment checks.,"Secrets, filesystem internals and credentials are redacted.",Support bundle is safe to share internally.,,,,,,,Not started,
CFG-012,CFG,"Default configuration shall be delivered as an opinionated company-ready baseline, not empty generic screens.","Initial roles, queues, stages, reasons, templates, SLAs and 28 production workflows are installed as drafts for company review.",Configuration acceptance checklist records each approved/changed default.,,,,,,,Not started,
DAT-001,DAT,Imports shall be staged before committed to canonical records.,"Upload creates batch, schema mapping, validation results, duplicate candidates and preview; no automation runs.",Preview can be discarded without business side effects.,,,,,,,Not started,
DAT-002,DAT,"CSV import shall detect encoding, delimiter and header safely with explicit confirmation.",Row/column/file-size limits protect resources.,Malformed or oversized files fail with actionable report.,,,,,,,Not started,
DAT-003,DAT,Import mapping shall support saved versioned mappings per source.,"Transformations are allowlisted: trim, normalize, parse date/number, map dictionary and split known fields.",No arbitrary script/formula execution.,,,,,,,Not started,
DAT-004,DAT,Each imported row shall have an idempotency/source key.,Re-import updates/skips/creates according to declared policy and reports decision.,Same batch cannot duplicate records.,,,,,,,Not started,
DAT-005,DAT,Import commit shall run in bounded chunks and use transactions per safe unit.,Progress/checkpoint survives interruption; automation remains held until release.,Failed chunk does not corrupt prior/next rows.,,,,,,,Not started,
DAT-006,DAT,Imported records shall enter a quarantine/review state until approved release where configured.,"Owner assignment, communication eligibility and source trust are reviewed.",No customer message sends from unreleased import.,,,,,,,Not started,
DAT-007,DAT,An import rollback shall reverse created changes where safe and report irreversible/conflicted effects.,Rollback uses batch provenance and preserves subsequent human edits.,Dry-run shows exact proposed reversal.,,,,,,,Not started,
DAT-008,DAT,"Exports shall apply current authorization, field policy and purpose.",Requester selects defined dataset/view; high-risk export requires step-up/approval.,"Export audit contains criteria, row count, fields, file hash and expiry.",,,,,,,Not started,
DAT-009,DAT,"Data retention shall be policy-driven by record class, state and legal hold.","Policy supports active retention, archive, body/file separation and final purge.",Dry-run report precedes destructive purge.,,,,,,,Not started,
DAT-010,DAT,Archival shall reduce database/inode pressure while preserving authorized retrieval.,"Old message bodies, detailed job logs and attachments may be compressed into indexed private archive packages.",Checksum validation and retrieval tests pass.,,,,,,,Not started,
DAT-011,DAT,"Archive packages shall have manifest, checksums, record range, format version and encryption status.",No archive is deleted until manifest verification and retention decision.,Corruption is detected by scheduled integrity check.,,,,,,,Not started,
DAT-012,DAT,Database growth shall be measured by table/index and projected.,Threshold incidents identify top growth sources and required action.,Deployment is blocked at configured 450 MB threshold.,,,,,,,Not started,
DAT-013,DAT,Final purge shall respect relational dependencies and produce a signed/checksummed destruction report.,Purge removes or anonymizes according to policy and retains minimal lawful audit reference.,Held/active-dependent records are skipped with reason.,,,,,,,Not started,
DAT-014,DAT,Test/staging data shall be synthetic or appropriately anonymized.,Production export to staging is prohibited unless approved and transformed.,Automated scan flags real customer identifiers in test fixtures.,,,,,,,Not started,
DAT-015,DAT,"Data migration scripts shall be versioned, repeatable and reconciled.","Each migration defines source counts, transforms, rejects, checksums and rollback/repair.",Pre/post totals and sampled record evidence are signed off.,,,,,,,Not started,
SEC-001,SEC,A versioned threat model shall be completed before implementation freeze and updated for material changes.,"It covers trust boundaries, assets, actors, abuse cases, mitigations and residual risk.",Sponsor/technical owner sign-off and test mapping exist.,,,,,,,Not started,
SEC-002,SEC,Production shall run only over valid HTTPS with canonical host enforcement.,HTTP redirects to HTTPS; allowed hosts are explicit; forwarded-protocol handling is configured only for trusted proxy behavior.,TLS/redirect/host-header tests pass.,,,,,,,Not started,
SEC-003,SEC,"Security headers shall include CSP, HSTS after validation, frame protection, nosniff, referrer policy and permissions policy.",Policy is restrictive and report-only tested before enforcement.,Automated header scan passes approved profile.,,,,,,,Not started,
SEC-004,SEC,"Session and authentication cookies shall be Secure, HttpOnly and appropriate SameSite.",Cookie names/prefixes and scope are environment-specific; no secret in URL.,Browser and automated tests verify attributes.,,,,,,,Not started,
SEC-005,SEC,All state-changing browser requests shall use CSRF protection and safe HTTP methods.,Exemptions require security review and signed-token alternative.,"CSRF test suite covers staff, portal and public token flows.",,,,,,,Not started,
SEC-006,SEC,Output encoding and HTML sanitization shall prevent stored/reflected XSS.,Templates auto-escape; rich text uses strict allowlist; unsafe HTML/email content is not trusted.,XSS corpus fails to execute in staff/portal views.,,,,,,,Not started,
SEC-007,SEC,A Content Security Policy shall prevent unapproved script/style/frame sources.,Assets are local; inline allowances use nonce/hash only where required.,No third-party runtime script is needed for core operation.,,,,,,,Not started,
SEC-008,SEC,Database access shall use parameterized ORM/query APIs.,"Raw SQL is isolated, reviewed and never constructed from user/configuration input.",SAST/manual review and injection tests pass.,,,,,,,Not started,
SEC-009,SEC,"Object-level authorization shall be enforced server-side on every read, mutation, search, count, file and export.",Central policy/query services are used; identifiers never imply access.,IDOR matrix tests cover each portal/staff object type.,,,,,,,Not started,
SEC-010,SEC,Mass-assignment shall be prevented by explicit forms/field allowlists.,"Client-supplied owner, role, organization, approval and restricted fields are ignored/rejected unless authorized.",Tampered POST fixtures cannot elevate scope.,,,,,,,Not started,
SEC-011,SEC,Public and authentication endpoints shall have database-backed rate limits and payload caps.,"Limits consider IP, account, token, form and failure type; fail closed without exhausting DB.",Abuse/load tests preserve availability and produce security events.,,,,,,,Not started,
SEC-012,SEC,"Public forms shall use honeypot, timing, duplicate and behavioral controls without relying on an external CAPTCHA.",Suspicious submissions may be quarantined and never trigger outbound mail automatically.,Bot fixtures are blocked/limited; legitimate accessibility flow remains.,,,,,,,Not started,
SEC-013,SEC,"Signed links shall be purpose-bound, expiring, unguessable and revocable.",Stored token hashes are preferred; token cannot change target/object/action.,"Tamper, replay, cross-purpose and expiry tests pass.",,,,,,,Not started,
SEC-014,SEC,Redirect targets shall be allowlisted/local to prevent open redirect.,Return/next parameters are validated.,External scheme/host fixtures are rejected.,,,,,,,Not started,
SEC-015,SEC,The application shall not perform arbitrary server-side URL fetching.,"No configurable webhook, remote image import or URL preview exists; approved internal routes are explicit.",SSRF test surface is absent or allowlisted.,,,,,,,Not started,
SEC-016,SEC,"No user/configuration input shall be executed by shell, Python eval, SQL engine or template expression engine.","Management commands use structured arguments; subprocess use, if any, is static and reviewed.",Injection payloads cannot execute.,,,,,,,Not started,
SEC-017,SEC,Serialization and uploaded configuration shall use safe formats and schemas.,JSON/YAML safe loader only where required; no pickle/untrusted object deserialization.,Malformed/tampered bundle is rejected.,,,,,,,Not started,
SEC-018,SEC,Secrets shall be stored in cPanel environment variables or protected configuration outside source control/public root.,Keys are rotated through a documented process; diagnostics/logs redact them.,Repository and support-bundle scans find no secret.,,,,,,,Not started,
SEC-019,SEC,Database credentials shall use the least-privileged application user available.,Production credentials differ from staging/local and are not shared with staff accounts.,Connection test confirms only required schema rights.,,,,,,,Not started,
SEC-020,SEC,Selected restricted fields and exported backup artifacts shall support application-level authenticated encryption where runtime dependency passes preflight.,Encryption keys are separate from database dumps and rotated/versioned; highly sensitive secrets are never stored as CRM fields.,Decrypt/rotation/failure tests pass; missing key fails closed.,,,,,,,Not started,
SEC-021,SEC,File storage shall be outside the public web root and served through authorized application views.,"Randomized names, safe Content-Disposition, nosniff and optional sandboxed PDF preview apply.",Direct path and traversal tests fail.,,,,,,,Not started,
SEC-022,SEC,"File upload shall enforce allowlisted extensions/MIME signatures, size/count, decompression and filename safety.","Executables, scripts, HTML/SVG where unsafe, office macros and nested archives are rejected by default.",Malicious/ambiguous corpus is withheld.,,,,,,,Not started,
SEC-023,SEC,"Because no external malware scanner is permitted, the product shall communicate and enforce the residual file-risk policy.",No active content execution; staff downloads are explicit; high-risk file types remain blocked.,Risk acceptance and user guidance are present.,,,,,,,Not started,
SEC-024,SEC,Inbound email content shall be treated as untrusted.,"Headers are parsed defensively, HTML sanitized, remote content disabled in preview, attachments validated and spoofing indicators shown where available.",Crafted MIME fixtures do not execute or break parser.,,,,,,,Not started,
SEC-025,SEC,Outbound email shall prevent header injection and unauthorized From/Reply-To use.,Addresses/subjects are validated; sender mailbox is allowlisted; CR/LF injection is rejected.,Injection fixtures fail.,,,,,,,Not started,
SEC-026,SEC,"The company domain shall configure and monitor SPF, DKIM and DMARC to the extent supported by its Truehost mail/DNS setup.",Alignment/status is documented; failures do not silently authorize spoofed inbound identity.,Pre-go-live DNS/mail checks are recorded.,,,,,,,Not started,
SEC-027,SEC,"Error handling shall never expose debug pages, secrets, SQL, filesystem paths or stack traces to users.",DEBUG is false; branded error IDs map to internal logs.,Production error-page tests pass.,,,,,,,Not started,
SEC-028,SEC,"Logs shall be structured, rotated and data-minimized.","Secrets, passwords, MFA seeds, full tokens, raw sensitive bodies and unnecessary PII are redacted.",Log sampling/security tests verify redaction.,,,,,,,Not started,
SEC-029,SEC,Sensitive business/admin events shall have tamper-evident audit chaining.,Events include previous/hash values or periodic checksum manifests; deletion requires exceptional controlled procedure.,"Verification command detects alteration/gap, acknowledging same-host limits.",,,,,,,Not started,
SEC-030,SEC,"Exports, merges, privacy operations, model promotion, role elevation and retention override shall require reason and enhanced audit.",High-risk actions use step-up/four-eyes policy where configured.,"Audit evidence identifies requester, approver, scope and result.",,,,,,,Not started,
SEC-031,SEC,"Dependencies shall be pinned, inventoried and scanned before release.",Unsupported/vulnerable package blocks release unless approved mitigated exception exists.,Release bundle contains SBOM/dependency list and review record.,,,,,,,Not started,
SEC-032,SEC,Security patches shall follow severity-based remediation timelines.,"Emergency patch path still includes backup, focused tests, deploy/rollback and post-check.",Incident/release records show compliance.,,,,,,,Not started,
SEC-033,SEC,"Staging shall use separate database, secrets, mail interception and synthetic/anonymized data.",Production cookies/domains and credentials never operate in staging.,Environment-isolation test passes.,,,,,,,Not started,
SEC-034,SEC,Administrative/system-health endpoints shall require privileged auth and avoid disclosing host internals.,"Public health response, if any, is minimal; detailed diagnostics are internal.",Unauthenticated request receives no version/path/resource details.,,,,,,,Not started,
SEC-035,SEC,"Backup and restore artifacts shall be access-restricted, checksummed and encrypted for any offline copy.",Restore process verifies integrity before import and rotates exposed credentials after compromise.,Quarterly drill includes confidentiality/integrity checks.,,,,,,,Not started,
SEC-036,SEC,"A security incident runbook shall define detect, contain, preserve, notify, recover and review responsibilities.","Scenarios cover account takeover, data export, malicious upload, mail compromise, workflow runaway, model incident and host outage.",Tabletop exercise passes before go-live.,,,,,,,Not started,
SEC-037,SEC,Production acceptance shall include independent code review or penetration testing proportionate to the application.,"At minimum, authenticated/portal authorization, session, upload, injection, automation and export paths are tested.",No unresolved critical/high issue; medium issues have approved disposition.,,,,,,,Not started,
NFR-001,NFR,Routine authenticated list/detail pages shall achieve p95 server response ≤2.0 seconds and p99 ≤4.0 seconds under the defined 11-user load.,"Excludes file downloads, queued report generation and provider outage.",Load report with endpoint percentiles and error rate.,,,,,,,Not started,
NFR-002,NFR,Routine create/update actions shall achieve p95 ≤2.5 seconds.,Actions persist domain/outbox events but do not execute bulk external effects inline.,Transaction timing report on representative records.,,,,,,,Not started,
NFR-003,NFR,Public forms and portal core pages shall achieve p95 ≤2.5 seconds under mixed load.,Rate limiting and validation remain enabled.,Mixed anonymous/authenticated load test.,,,,,,,Not started,
NFR-004,NFR,The application shall sustain 15 concurrent active sessions with <1% application error rate and no resource-limit failure.,"Test includes search, lists, edits, portal and inbound/outbox cron contention.",Capacity test; 20-session stress identifies safe failure behavior.,,,,,,,Not started,
NFR-005,NFR,"No HTTP endpoint shall perform unbounded bulk email, export, import, archive, model training or batch scoring.",Requests create bounded jobs and return status.,Code review and execution-time fixtures.,,,,,,,Not started,
NFR-006,NFR,Common detail pages shall meet a documented database query budget; N+1 queries are release defects.,"Initial budgets: ≤35 queries for customer 360 overview and ≤25 for standard detail, unless approved evidence.",Query-count tests and profiling.,,,,,,,Not started,
NFR-007,NFR,Pagination is mandatory for potentially unbounded lists.,Default 25–50; maximum interactive page size 100; export uses jobs.,Boundary tests on every list.,,,,,,,Not started,
NFR-008,NFR,Search shall return first page p95 ≤2 seconds at capacity envelope.,Uses normalized indexed fields; broad/leading-wildcard queries are bounded.,Search performance suite.,,,,,,,Not started,
NFR-009,NFR,Due jobs shall normally begin within one configured cron interval plus two minutes.,P95 measured excluding account/provider suspension; urgent mail/reply polling target five minutes.,Job-latency dashboard and test.,,,,,,,Not started,
NFR-010,NFR,A cron command shall process at most 50 jobs or 40 seconds by default.,It checkpoints and exits cleanly; limits are configuration below host resource ceiling.,Runner timing and interruption tests.,,,,,,,Not started,
NFR-011,NFR,Database locks held by worker operations shall be short and bounded.,No user-visible table scan or long transaction; chunking and indexes apply.,Slow-query/lock review on load test.,,,,,,,Not started,
NFR-012,NFR,Application steady-state memory target shall remain ≤512 MB per process/job for representative operations.,"1,024 MB is treated as host emergency ceiling, not normal budget.",Process memory measurements.,,,,,,,Not started,
NFR-013,NFR,Normal page transfer shall remain ≤1.5 MB compressed excluding explicit downloads.,Assets are locally cached and minimized.,Browser network audit.,,,,,,,Not started,
NFR-014,NFR,"The application availability objective is 99.5% during periods when Truehost hosting, DNS, database and mail are available.",Internal heartbeat cannot independently prove provider-wide outage; limitation is reported.,Monthly internal availability report and incident reconciliation.,,,,,,,Not started,
NFR-015,NFR,Critical domain operations shall be atomic and idempotent.,"Won handoff, merge, send intent, workflow enrolment, import chunk and transition cannot leave partial state.",Crash/failure-injection tests.,,,,,,,Not started,
NFR-016,NFR,Retryable operations shall converge without duplicate customer effect.,Unique idempotency constraints and final policy guards apply.,Forced timeout/replay tests.,,,,,,,Not started,
NFR-017,NFR,"The system shall degrade safely when AI, reporting aggregates, IMAP or SMTP is unavailable.",Core record access/edit continues; outbound holds; clear incidents/tasks are created.,Dependency failure scenarios.,,,,,,,Not started,
NFR-018,NFR,Core customer records shall remain consistent after an abrupt worker/request termination.,"Transactions, checkpoints and repair commands are documented.",Kill/restart and integrity check.,,,,,,,Not started,
NFR-019,NFR,Full recovery-point objective shall be ≤24 hours; a ≤6-hour critical-delta snapshot is targeted if resource tests pass.,Same-provider limits are acknowledged; snapshots include manifest/checksum.,Backup timestamps and restore drill.,,,,,,,Not started,
NFR-020,NFR,Recovery-time objective shall be ≤4 business hours after hosting access and a valid backup are available.,Provider restoration time is outside application control.,Timed quarterly restore exercise.,,,,,,,Not started,
NFR-021,NFR,"No single backup shall be considered valid until readability, checksum and restore path are verified.",Existence/zero exit alone is insufficient.,Backup verification record.,,,,,,,Not started,
NFR-022,NFR,The interface shall conform to WCAG 2.2 AA for applicable user journeys.,"Keyboard, focus, semantics, labels, errors, contrast, reflow and non-color meaning are tested.",Automated scan plus manual checklist.,,,,,,,Not started,
NFR-023,NFR,Core workflows shall work at 360 CSS-pixel viewport and 200% zoom without loss of function.,Tables may use accessible horizontal scrolling or card transformation.,Responsive test evidence.,,,,,,,Not started,
NFR-024,NFR,"Supported browsers shall be current and previous major versions of Chrome, Edge, Firefox and Safari at release.",Graceful fallback applies where HTMX/JS enhancement is unavailable.,Cross-browser test matrix.,,,,,,,Not started,
NFR-025,NFR,Critical tasks shall be keyboard-operable with visible focus and logical order.,No mouse-only drag action is required; alternatives are provided.,Manual keyboard test.,,,,,,,Not started,
NFR-026,NFR,"Customer-visible and staff error messages shall be plain, actionable and non-disclosing.",A correlation ID supports internal diagnosis.,Content review and error fixtures.,,,,,,,Not started,
NFR-027,NFR,Dates/times shall be stored in UTC and displayed in configured company/user timezone.,Business-calendar calculations use timezone-aware values and DST tests.,Boundary test suite.,,,,,,,Not started,
NFR-028,NFR,"Money shall use decimal types, explicit currency and deterministic rounding.",No binary float for financial values.,Unit/property tests.,,,,,,,Not started,
NFR-029,NFR,"The initial interface shall be English but user-visible strings, status labels and templates shall support future localization.",No concatenated grammar-dependent messages where avoidable.,Internationalization extraction check.,,,,,,,Not started,
NFR-030,NFR,"Code shall use modular domain services, typed interfaces where valuable and documented invariants.",Django app boundaries avoid circular imports and hidden cross-module mutations.,Architecture/lint review.,,,,,,,Not started,
NFR-031,NFR,"Automated tests shall cover domain rules, authorization, integrations, workflows, migrations and critical browser journeys.",Coverage percentage is secondary to risk mapping; every P0 requirement has tests.,Requirement-to-test traceability.,,,,,,,Not started,
NFR-032,NFR,"Database migrations shall be backward-safe where practical, reviewed and tested on a copy-sized dataset.",Destructive changes use expand/migrate/contract or maintenance plan.,Migration timing and rollback/repair evidence.,,,,,,,Not started,
NFR-033,NFR,Releases shall be reproducible from version control and locked dependencies.,"Release ID, commit, dependency lock, migration set and config bundle are recorded.",Rebuild comparison and release manifest.,,,,,,,Not started,
NFR-034,NFR,"Operational commands shall provide structured summary, exit code and durable run record.",They are safe to repeat and never rely solely on console output.,Command contract tests.,,,,,,,Not started,
NFR-035,NFR,"Logs and health metrics shall be sufficient to diagnose request, mailbox, queue, workflow and data failures without exposing secrets.",Correlation IDs link layers; rotation protects storage.,Incident simulation and log review.,,,,,,,Not started,
NFR-036,NFR,Critical incidents shall appear in the admin work queue within one monitoring cron interval.,"When host/email is down, same-host alerting limitation is explicit.",Synthetic incident test.,,,,,,,Not started,
NFR-037,NFR,"Database, filesystem and inode use shall be measured and thresholded.",Warnings at defined capacity values; critical blocks non-essential deployment/jobs.,Capacity alert simulation.,,,,,,,Not started,
NFR-038,NFR,"The system shall support at least seven daily, four weekly and six monthly application/provider backup references where storage permits.",Retention reduces automatically only under documented capacity policy.,Backup inventory view.,,,,,,,Not started,
NFR-039,NFR,"User-facing records shall preserve audit attribution through user disable, merge, archive and migration.",No orphan actor IDs or rewritten authorship.,Referential integrity tests.,,,,,,,Not started,
NFR-040,NFR,Administrative configuration and workflow changes shall be discoverable and reversible for new behavior.,Effective version and rollback path are visible.,Configuration rollback exercise.,,,,,,,Not started,
NFR-041,NFR,"The product shall avoid runtime dependence on public CDNs, analytics, fonts, CAPTCHA, AI, queue or monitoring services.",Only Truehost web/database/mail/DNS and the user’s browser are required for core operation.,Deployment network-dependency review.,,,,,,,Not started,
NFR-042,NFR,All official operational procedures shall be executable by a trained administrator using cPanel and application UI/commands.,No undocumented VPS/root access is assumed.,Runbook rehearsal by non-developer admin.,,,,,,,Not started,
NFR-043,NFR,The application shall expose a version/build identifier and database/config compatibility status to authorized admins.,Customer-facing pages do not disclose stack versions.,Release smoke test.,,,,,,,Not started,
NFR-044,NFR,Archived records shall remain retrievable within 60 seconds for authorized single-record requests under normal load.,Large bulk restore is a queued operation.,Archive retrieval test.,,,,,,,Not started,
NFR-045,NFR,Staff onboarding shall allow a trained new user to complete core role journeys after documented training without developer assistance.,Role-specific guides and contextual help are included.,UAT task-completion observation.,,,,,,,Not started,
OPS-001,OPS,"Production and staging shall be separate cPanel Python applications with separate databases, secrets, private files and mail behavior.",Staging remains low-traffic and mail-intercepted to protect shared resources.,Isolation checklist and cross-environment credential test pass.,,,,,,,Not started,
OPS-002,OPS,Production shall use Django production settings with DEBUG=False and deployment checks executed.,Startup refuses unsafe required settings.,Automated `check --deploy` evidence stored per release.,,,,,,,Not started,
OPS-003,OPS,Static assets shall be collected/versioned locally and served through approved cPanel web configuration.,No runtime npm build or CDN dependency.,Release smoke test loads assets with cache-busting paths.,,,,,,,Not started,
OPS-004,OPS,Database charset/collation shall support utf8mb4 and consistent comparison rules.,Migrations and connection options set explicitly.,Unicode fixture tests pass.,,,,,,,Not started,
OPS-005,OPS,Database connections shall be conservative and bounded.,Short persistent connection age may be used after test; no external pool; worker closes connections.,Load test shows no connection exhaustion.,,,,,,,Not started,
OPS-006,OPS,Cron commands shall use absolute virtual-environment/application paths and environment-specific settings.,Output is redirected to controlled logs; secrets never appear in command line.,Manual run and scheduled run produce same result.,,,,,,,Not started,
OPS-007,OPS,Cron schedules shall be staggered to avoid resource spikes.,"Mail poll, outbox, due jobs, SLA checks, aggregates, backups and AI jobs do not begin together.",Schedule review shows offsets and lock behavior.,,,,,,,Not started,
OPS-008,OPS,Every scheduled command shall acquire a lease and exit safely if a prior instance remains active.,Stale lease threshold is command-specific and visible.,Overlap simulation results in one active executor.,,,,,,,Not started,
OPS-009,OPS,"A release shall have immutable identifier, commit, dependency lock, config version and migration list.",Build identifier is visible to admins and logs.,Release manifest archived.,,,,,,,Not started,
OPS-010,OPS,Deployment shall use a documented maintenance and rollback procedure.,"Backup, prechecks, code deploy, dependencies, collectstatic, migrations, restart, smoke and monitor are ordered.",Rehearsal on staging passes.,,,,,,,Not started,
OPS-011,OPS,Production code shall not be routinely edited through cPanel File Manager.,Changes originate in version control and a reviewed release artifact.,Release history maps files to commit.,,,,,,,Not started,
OPS-012,OPS,Database migrations shall run once under deployment lock.,Concurrent web/cron mutations are paused where incompatible.,Migrations are timed and verified.,,,,,,,Not started,
OPS-013,OPS,Rollback shall restore prior code/config and either backward-compatible schema or execute an approved repair plan.,Irreversible migrations require explicit backup/forward-fix plan before deploy.,Rollback rehearsal covers representative release.,,,,,,,Not started,
OPS-014,OPS,Passenger/application restart shall be verified by build identifier and health checks.,A restart touch alone is not acceptance.,Post-deploy request shows new release and successful DB/mail/job checks.,,,,,,,Not started,
OPS-015,OPS,Maintenance mode shall preserve a safe staff/customer message and block writes during incompatible operations.,Public forms do not accept data that cannot be committed; emergency contact route remains.,Maintenance-mode tests pass.,,,,,,,Not started,
OPS-016,OPS,Application logs shall rotate by size/time and retain only approved duration.,Log cleanup is independent from web requests and guarded by free-space threshold.,Rotation/cleanup simulation preserves current logs.,,,,,,,Not started,
OPS-017,OPS,"System health shall record cron heartbeat, queue age/depth, mailbox status, DB/file/inode use, latest backup and error counts.",Admin dashboard uses thresholds and trend.,Synthetic failure appears within monitoring interval.,,,,,,,Not started,
OPS-018,OPS,"Administrative health checks shall distinguish dependency unavailable, degraded and healthy.","A green status requires recent successful evidence, not absence of error.",Stale evidence turns warning/critical.,,,,,,,Not started,
OPS-019,OPS,Resource thresholds shall disable or defer non-essential jobs before hard host limits.,"Model training, archive compaction and optional digests yield first; service mail and critical recovery retain priority.",Capacity simulation verifies degradation order.,,,,,,,Not started,
OPS-020,OPS,Provider daily backup shall be supplemented by application-managed logical backup/manifests.,Preferred DB export uses available cPanel/mysql tool; fallback is checkpointed application export.,Preflight selects and tests one method.,,,,,,,Not started,
OPS-021,OPS,"Application backups shall include database, configuration bundle, private-file manifest, model/template/workflow versions and release manifest.",Secrets are excluded or separately protected.,Restore inventory can identify compatible set.,,,,,,,Not started,
OPS-022,OPS,Backup jobs shall be bounded and scheduled outside peak mail/automation periods.,They monitor free space and abort safely before exhausting capacity.,Representative backup stays within resource/time budget.,,,,,,,Not started,
OPS-023,OPS,"Backup retention shall enforce 7 daily, 4 weekly and 6 monthly where capacity permits.",Automatic pruning never removes the last verified restorable set.,Inventory/prune tests pass.,,,,,,,Not started,
OPS-024,OPS,A monthly encrypted offline copy is strongly recommended as a non-runtime governance exception.,"If the organization forbids all off-provider copies, sponsor signs correlated-failure risk acceptance.",Decision recorded before go-live.,,,,,,,Not started,
